continent,,name,entity_subtype,country,latitude,longitude,has_thumbnail,page_views,entity_type,total_area,population,is_test,continent
Africa,3985,Saulsville,PopulatedPlace,South Africa,-25.777,28.05,0,6589.0,populated_place,8660000.0,105208.0,False,Africa
Africa,3986,Aïn Oussera,PopulatedPlace,Algeria,35.4489,2.90444,1,5333.0,populated_place,,134174.0,False,Africa
Africa,3987,Mombasa Island,Island,Kenya,-4.05,39.6667,1,28204.0,populated_place,5300000.0,146334.0,False,Africa
Africa,3988,Garsfontein,PopulatedPlace,South Africa,-25.7913,28.2935,0,10071.0,populated_place,7300000.0,19501.0,False,Africa
Africa,3989,"Eerste River, Western Cape",PopulatedPlace,South Africa,-34.0,18.7167,0,21973.0,populated_place,5860000.0,39237.0,True,Africa
Africa,3990,Bebeji,PopulatedPlace,Nigeria,11.6667,8.26667,0,6880.0,populated_place,717000000.0,188859.0,False,Africa
Africa,3991,Roodepoort,PopulatedPlace,South Africa,-26.1625,27.8725,1,82521.0,populated_place,161500000.0,326416.0,False,Africa
Africa,3992,Lake Elmenteita,Lake,Kenya,-0.45,36.25,1,29303.0,natural_place,18000000.0,,True,Africa
Africa,3993,Louis Trichardt,PopulatedPlace,South Africa,-23.05,29.9,1,77700.0,populated_place,56420000.0,25360.0,True,Africa
Africa,3994,"Moria, Limpopo",PopulatedPlace,South Africa,-23.938,29.791,0,8040.0,populated_place,5060000.0,2887.0,False,Africa
Africa,3995,"Clifton, Cape Town",PopulatedPlace,South Africa,-33.9399,18.3759,1,67516.0,populated_place,610000.0,507.0,False,Africa
Africa,3996,Vihiga County,Region,Kenya,0.0666667,34.6667,1,30725.0,populated_place,531300000.0,590013.0,False,Africa
Africa,3997,Dennilton,PopulatedPlace,South Africa,-25.256,29.164,0,13351.0,populated_place,10880000.0,2408.0,False,Africa
Africa,3998,Huíla Province,Region,Angola,-14.25,14.8333,1,18213.0,populated_place,79023000000.0,2497422.0,False,Africa
Africa,3999,Saldanha Bay Local Municipality,PopulatedPlace,South Africa,-33.0,18.25,1,16795.0,populated_place,2015000000.0,99193.0,False,Africa
Africa,4000,Ringim,PopulatedPlace,Nigeria,12.2833,9.46667,0,8283.0,populated_place,1057000000.0,192024.0,False,Africa
Africa,4001,Migori County,Region,Kenya,-0.666667,34.8333,1,55878.0,populated_place,2586400000.0,1116436.0,True,Africa
Africa,4002,Assiut Barrage,Dam,Egypt,27.2029,31.1902,1,8150.0,structure,,,False,Africa
Africa,4003,Kamwenge District,Region,Uganda,0.236389,30.4917,1,14472.0,populated_place,2439400000.0,249100.0,False,Africa
Africa,4004,Aïn El Turk,PopulatedPlace,Algeria,35.7408,-0.749167,1,7195.0,populated_place,,50000.0,True,Africa
Africa,4005,Badplaas,PopulatedPlace,South Africa,-25.9539,30.5667,1,20768.0,populated_place,37970000.0,582.0,True,Africa
Africa,4006,Sabon Birni,PopulatedPlace,Nigeria,13.5611,6.325,0,8544.0,populated_place,2354000000.0,207599.0,False,Africa
Africa,4007,Birnin Kebbi,PopulatedPlace,Nigeria,12.4536,4.20028,1,29781.0,populated_place,,125594.0,True,Africa
Africa,4008,Volksrust,PopulatedPlace,South Africa,-27.3667,29.8833,1,24323.0,populated_place,25430000.0,24281.0,False,Africa
Africa,4009,Bayt Al-Razzaz palace,Building,Egypt,30.0375,31.2592,1,5308.0,structure,,,False,Africa
Africa,4010,Robertsham,PopulatedPlace,South Africa,-26.2464,28.0103,0,5198.0,populated_place,3430000.0,6727.0,False,Africa
Africa,4011,Mamusa Local Municipality,PopulatedPlace,South Africa,-27.25,25.25,1,8312.0,populated_place,3615000000.0,60355.0,False,Africa
Africa,4012,Daveyton,PopulatedPlace,South Africa,-26.1386,28.425,0,44042.0,populated_place,14450000.0,127967.0,False,Africa
Africa,4013,Gachie,PopulatedPlace,Kenya,-1.22,36.78,0,5648.0,populated_place,,27487.0,False,Africa
Africa,4014,Matatiele Local Municipality,PopulatedPlace,South Africa,-32.1667,28.5833,1,10398.0,populated_place,4352000000.0,203843.0,False,Africa
Africa,4015,Ga-Molepo,PopulatedPlace,South Africa,-24.033,29.799,0,8960.0,populated_place,5430000.0,4048.0,False,Africa
Africa,4016,10th of Ramadan (city),PopulatedPlace,Egypt,30.3065,31.7415,1,42066.0,populated_place,94760000.0,511987.0,True,Africa
Africa,4017,Leeu-Gamka,PopulatedPlace,South Africa,-32.7736,21.9803,1,8999.0,populated_place,11500000.0,2727.0,False,Africa
Africa,4018,Apapa,PopulatedPlace,Nigeria,6.45,3.36667,1,83869.0,populated_place,,217362.0,False,Africa
Africa,4019,Gateway Theatre of Shopping,ShoppingMall,South Africa,-29.7256,31.0665,1,42459.0,structure,,,False,Africa
Africa,4020,Nag Hammadi,PopulatedPlace,Egypt,26.05,32.25,1,78493.0,populated_place,,42820.0,True,Africa
Africa,4021,Umzimkhulu,PopulatedPlace,South Africa,-30.263,29.94,0,17720.0,populated_place,4550000.0,8399.0,False,Africa
Africa,4022,Luxor Governorate,PopulatedPlace,Egypt,25.6833,32.65,1,39865.0,populated_place,2960000000.0,1270000.0,False,Africa
Africa,4023,Petrus Steyn,PopulatedPlace,South Africa,-27.65,28.1333,1,11611.0,populated_place,11000000.0,12893.0,False,Africa
Africa,4024,Vaal Barrage,Dam,South Africa,-26.7647,27.6917,0,6689.0,structure,,,False,Africa
Asia,1610,"Gopalpur, Odisha",PopulatedPlace,India,19.27,84.92,1,108857.0,populated_place,,7221.0,False,Asia
Asia,1611,Modasa,PopulatedPlace,India,23.47,73.3,1,50783.0,populated_place,13470000.0,67648.0,False,Asia
Asia,1612,Quan Âm Pagoda (Ho Chi Minh City),HistoricBuilding,Vietnam,10.7541,106.66,1,7418.0,structure,,,False,Asia
Asia,1613,Ruteng,PopulatedPlace,Indonesia,-8.61265,120.463,0,11350.0,populated_place,136260000.0,41533.0,True,Asia
Asia,1614,Ghoti Budruk,PopulatedPlace,India,19.7167,73.6333,1,5836.0,populated_place,5000000.0,24838.0,False,Asia
Asia,1615,Peddapuram,PopulatedPlace,India,17.08,82.13,1,51867.0,populated_place,41130000.0,49477.0,True,Asia
Asia,1616,Guangdong,Region,China,23.4,113.5,1,1712072.0,populated_place,179800000000.0,126012510.0,False,Asia
Asia,1617,President's Pavilion,Building,Sri Lanka,7.26389,80.6403,1,5788.0,structure,,,False,Asia
Asia,1618,Phagi,PopulatedPlace,India,26.6,75.95,1,19769.0,populated_place,1114310000.0,161610.0,False,Asia
Asia,1619,Santirbazar,PopulatedPlace,India,23.3,91.55,1,6130.0,populated_place,,15647.0,True,Asia
Asia,1620,Bijolia,PopulatedPlace,India,25.164,75.325,1,29467.0,populated_place,,12384.0,False,Asia
Asia,1621,Batiaghata Upazila,PopulatedPlace,Bangladesh,22.0,89.0,0,9201.0,populated_place,248330000.0,128184.0,False,Asia
Asia,1622,Achin District,Region,Afghanistan,34.0894,70.683,1,22755.0,populated_place,,95468.0,True,Asia
Asia,1623,Mohadevpur Upazila,PopulatedPlace,Bangladesh,24.0,88.0,1,10146.0,populated_place,397670000.0,292589.0,False,Asia
Asia,1624,Shengsi County,Region,China,30.7239,122.454,1,7652.0,populated_place,,75221.0,False,Asia
Asia,1625,Vansda,PopulatedPlace,India,20.45,73.22,1,19958.0,populated_place,215000000.0,40382.0,False,Asia
Asia,1626,Shaheed Bhagat Singh Nagar district,Region,India,31.1253,76.1164,1,71337.0,populated_place,1266000000.0,612310.0,True,Asia
Asia,1627,Liru,PopulatedPlace,Iran,37.1942,55.62,0,5443.0,populated_place,,461.0,True,Asia
Asia,1628,Mungeli district,PopulatedPlace,India,22.067,81.67,1,10724.0,populated_place,2750360000.0,701707.0,False,Asia
Asia,1629,Dhaka District,Region,Bangladesh,23.79,90.3,1,152622.0,populated_place,1463600000.0,22478000.0,False,Asia
Asia,1630,Batticaloa,PopulatedPlace,Sri Lanka,7.71667,81.7,1,111902.0,populated_place,75000000.0,86227.0,False,Asia
Asia,1631,Shoolagiri,PopulatedPlace,India,12.664,78.012,1,15459.0,populated_place,,9430.0,True,Asia
Asia,1632,Mamasani County,Region,Iran,30.05,51.5667,1,6906.0,populated_place,,162694.0,False,Asia
Asia,1633,Geumsan County,Region,South Korea,36.1031,127.489,1,5401.0,populated_place,575980000.0,60740.0,False,Asia
Asia,1634,"Gauriganj, India",PopulatedPlace,India,26.206,81.69,1,22149.0,populated_place,,390935.0,True,Asia
Asia,1635,Quepem taluk,Region,India,15.2125,74.0732,1,5687.0,populated_place,,81193.0,False,Asia
Asia,1636,Bijpur,PopulatedPlace,India,24.0416,82.7894,0,6192.0,populated_place,,9420.0,True,Asia
Asia,1637,Qabb Ilyas,PopulatedPlace,Lebanon,33.7986,35.825,1,13031.0,populated_place,,50000.0,False,Asia
Asia,1638,Fengyang County,Region,China,32.8757,117.532,1,9211.0,populated_place,1949500000.0,683200.0,False,Asia
Asia,1639,Xixia County,Region,China,33.307,111.474,1,10850.0,populated_place,3453000000.0,431800.0,False,Asia
Asia,1640,"Sira, Karnataka",PopulatedPlace,India,13.745,76.909,0,34975.0,populated_place,17470000.0,57554.0,False,Asia
Asia,1641,Baramulla district,Region,India,34.198,74.3636,1,91398.0,populated_place,4243000000.0,1008039.0,False,Asia
Asia,1642,Penajam North Paser Regency,PopulatedPlace,Indonesia,-1.29171,116.514,1,6075.0,populated_place,3333060000.0,178681.0,False,Asia
Asia,1643,Ziradei,PopulatedPlace,India,26.2361,84.2481,0,18673.0,populated_place,,138078.0,False,Asia
Asia,1644,"San Miguel, Manila",Region,Philippines,14.6,121.0,1,40168.0,populated_place,,16120.0,True,Asia
Asia,1645,Bagdah (community development block),PopulatedPlace,India,23.22,88.88,1,6451.0,populated_place,233470000.0,242974.0,True,Asia
Asia,1646,Modakurichi,PopulatedPlace,India,11.2331,77.7781,0,9225.0,populated_place,,10036.0,False,Asia
Asia,1647,Ulipur Upazila,PopulatedPlace,Bangladesh,25.0,89.0,0,7797.0,populated_place,504190000.0,410890.0,False,Asia
Asia,1648,"Chūō, Tokyo",PopulatedPlace,Japan,35.6667,139.767,1,138806.0,populated_place,10210000.0,169179.0,False,Asia
Asia,1649,Bihpuria,PopulatedPlace,India,27.03,93.9,0,7543.0,populated_place,45000000.0,15307.0,False,Asia
Asia,1650,"Siripuram, Guntur district",PopulatedPlace,India,16.18,80.29,1,5875.0,populated_place,16410000.0,8766.0,False,Asia
Asia,1651,Milano Residences,Building,Philippines,14.5616,121.05,0,5716.0,structure,,,False,Asia
Asia,1652,"Wakō, Saitama",PopulatedPlace,Japan,35.7812,139.606,1,18695.0,populated_place,11040000.0,84161.0,False,Asia
Asia,1653,Adavinainar Dam,Dam,India,9.06667,77.2378,0,11629.0,structure,,,False,Asia
Asia,1654,Mount Abunug,Mountain,Philippines,11.0,124.683,0,8315.0,natural_place,,,True,Asia
Asia,1655,Nakla Upazila,PopulatedPlace,Bangladesh,24.0,90.0,1,5810.0,populated_place,174800000.0,162952.0,False,Asia
Asia,1656,Jeongseon County,Region,South Korea,37.3792,128.665,1,23665.0,populated_place,1220670000.0,46362.0,False,Asia
Asia,1657,Spiral (building),Building,Japan,35.6637,139.712,1,10403.0,structure,,,False,Asia
Asia,1658,Hermel District,Region,Lebanon,34.3914,36.3958,1,14986.0,populated_place,731000000.0,48000.0,False,Asia
Asia,1659,Aranaiyur,PopulatedPlace,India,9.63,78.63,0,15523.0,populated_place,,1348.0,False,Asia
Asia,1660,Huanghe Hydropower Golmud Solar Park,PowerStation,China,36.4,95.125,0,10136.0,structure,,,True,Asia
Asia,1661,Shirala,PopulatedPlace,India,16.984,74.1242,1,24961.0,populated_place,,28000.0,False,Asia
Asia,1662,Ghazi-Barotha Hydropower Project,Dam,Pakistan,33.78,72.2597,1,42579.0,structure,,,False,Asia
Asia,1663,Talim Island,Island,Philippines,14.3519,121.232,1,38106.0,populated_place,,40018.0,False,Asia
Asia,1664,Enadimangalam,PopulatedPlace,India,9.13806,76.8225,0,5462.0,populated_place,30770000.0,20955.0,True,Asia
Asia,1665,Hoshangabad district,Region,India,22.6667,77.5,1,34909.0,populated_place,5408000000.0,1241350.0,False,Asia
Asia,1666,Tibbi,PopulatedPlace,India,29.56,74.52,0,6253.0,populated_place,,11553.0,False,Asia
Asia,1667,Mukhathala,PopulatedPlace,India,8.89694,76.6672,1,5968.0,populated_place,80110000.0,254143.0,True,Asia
Asia,1668,Raoping County,Region,China,23.664,117.004,0,6110.0,populated_place,1670000000.0,900000.0,True,Asia
Asia,1669,Muthukulam,PopulatedPlace,India,9.21667,76.4583,1,10916.0,populated_place,10750000.0,20740.0,False,Asia
Asia,1670,Kori Nuclear Power Plant,PowerStation,South Korea,35.3199,129.29,1,71409.0,structure,,,False,Asia
Asia,1671,"Samsi, Malda",PopulatedPlace,India,25.2758,88.005,0,8490.0,populated_place,,48989.0,False,Asia
Asia,1672,Madhubani district,Region,India,26.35,86.08,1,132940.0,populated_place,3501000000.0,4487379.0,False,Asia
Asia,1673,Pallikaranai wetland,Lake,India,12.9377,80.2153,1,27544.0,natural_place,80000000.0,,False,Asia
Asia,1674,Shahdol district,Region,India,23.3,81.35,1,44339.0,populated_place,6205000000.0,1066068.0,False,Asia
Asia,1675,Magelang,PopulatedPlace,Indonesia,-7.46667,110.217,1,55037.0,populated_place,18120000.0,121526.0,False,Asia
Asia,1676,Pavagada,PopulatedPlace,India,14.1,77.28,0,60584.0,populated_place,,28486.0,False,Asia
Asia,1677,Khasi Hills,Region,India,25.5833,91.6333,1,64375.0,populated_place,10443000000.0,1468223.0,False,Asia
Asia,1678,Eluru mandal,PopulatedPlace,India,16.7,81.1,0,8607.0,populated_place,,319405.0,False,Asia
Asia,1679,Mehsampur,PopulatedPlace,India,31.0257,75.5001,0,7778.0,populated_place,,1634.0,False,Asia
Asia,1680,Sahaswan,PopulatedPlace,India,28.068,78.751,0,13670.0,populated_place,52000000.0,66204.0,False,Asia
Asia,1681,Sakhipur Upazila,PopulatedPlace,Bangladesh,24.3192,90.1725,1,12085.0,populated_place,429630000.0,277685.0,False,Asia
Asia,1682,Bhanpura,PopulatedPlace,India,24.52,75.73,1,22388.0,populated_place,,16493.0,False,Asia
Asia,1683,Sagar Island,Island,India,21.6528,88.0753,1,271074.0,populated_place,,212037.0,True,Asia
Asia,1684,Masjed Soleyman County,Region,Iran,32.0,49.2667,1,6976.0,populated_place,,167226.0,False,Asia
Asia,1685,Bhopalpatnam,PopulatedPlace,India,18.8639,80.3833,0,9297.0,populated_place,,4445.0,False,Asia
Asia,1686,Majhgawan,PopulatedPlace,India,24.8,80.8,1,8578.0,populated_place,,15000.0,False,Asia
Asia,1687,Desuri,PopulatedPlace,India,25.2833,73.5667,0,8337.0,populated_place,,10377.0,True,Asia
Asia,1688,"Rudrapur, Uttarakhand",PopulatedPlace,India,28.98,79.4,1,147550.0,populated_place,47650000.0,140857.0,False,Asia
Asia,1689,Lormi,PopulatedPlace,India,22.28,81.73,0,10153.0,populated_place,300000000.0,15156.0,False,Asia
Asia,1690,"Begampur, India",PopulatedPlace,India,22.7368,88.2518,0,10281.0,populated_place,,10487.0,False,Asia
Asia,1691,Lake Maninjau,Lake,Indonesia,-0.316667,100.2,1,16191.0,natural_place,99500000.0,,False,Asia
Asia,1692,"Mul, India",PopulatedPlace,India,20.07,79.67,0,25916.0,populated_place,,22300.0,False,Asia
Asia,1693,Panchet Dam,Dam,India,23.6781,86.7469,1,70984.0,structure,,,False,Asia
Asia,1694,Gojra,PopulatedPlace,Pakistan,31.15,72.6833,1,46747.0,populated_place,25000000.0,190527.0,True,Asia
Asia,1695,Mahim,PopulatedPlace,India,19.035,72.84,1,96771.0,populated_place,,83662.0,False,Asia
Asia,1696,Melmalayanur,PopulatedPlace,India,12.4,79.4,0,28230.0,populated_place,,15500.0,False,Asia
Asia,1697,Morena,PopulatedPlace,India,26.5,78.0,1,127221.0,populated_place,80000000.0,200483.0,False,Asia
Asia,1698,Anjugramam,PopulatedPlace,India,8.1483,77.5708,1,5120.0,populated_place,5000000.0,30000.0,True,Asia
Asia,1699,Dhemaji district,Region,India,27.4798,94.5511,1,46686.0,populated_place,3237000000.0,686133.0,False,Asia
Asia,1700,Umeda,Region,Japan,34.7,135.497,1,35961.0,populated_place,,1316.0,False,Asia
Asia,1701,"Barman, Madhya Pradesh",PopulatedPlace,India,23.0353,79.0267,0,8551.0,populated_place,,7000.0,False,Asia
Asia,1702,Mangalwedha,PopulatedPlace,India,17.5167,75.4667,0,28475.0,populated_place,,21824.0,False,Asia
Asia,1703,Chaeng Watthana Government Complex,Building,Thailand,13.8833,100.567,1,9517.0,structure,,,False,Asia
Asia,1704,"Sabae, Fukui",PopulatedPlace,Japan,35.9565,136.184,1,9575.0,populated_place,84590000.0,69338.0,False,Asia
Asia,1705,Hatnur Dam,Dam,India,21.0728,75.9457,1,42888.0,structure,,,False,Asia
Asia,1706,Vigan Cathedral,HistoricBuilding,Philippines,17.5748,120.389,1,26460.0,structure,,,False,Asia
Asia,1707,Minuwangoda Divisional Secretariat,PopulatedPlace,Sri Lanka,7.17333,79.9619,0,5891.0,populated_place,,177320.0,False,Asia
Asia,1708,Pishin District,Region,Pakistan,30.6667,66.8333,1,26763.0,populated_place,6218000000.0,736903.0,True,Asia
Asia,1709,"Matsuzaki, Shizuoka",PopulatedPlace,Japan,34.75,138.783,1,22772.0,populated_place,85230000.0,6563.0,False,Asia
Asia,1710,Mandi Bahauddin District,Region,Pakistan,32.5833,73.5,1,79175.0,populated_place,2673000000.0,1594039.0,False,Asia
Asia,1711,Zajira Upazila,PopulatedPlace,Bangladesh,23.35,90.3333,0,8243.0,populated_place,246210000.0,194019.0,True,Asia
Asia,1712,"Shirvan, Iran",PopulatedPlace,Iran,37.3967,57.9294,0,6237.0,populated_place,,162689.0,True,Asia
Asia,1713,Minjur,PopulatedPlace,India,13.27,80.27,1,27744.0,populated_place,,23947.0,False,Asia
Asia,1714,"Gobindpur, Jharkhand",PopulatedPlace,India,23.8386,86.5186,1,10893.0,populated_place,2830000.0,11318.0,True,Asia
Asia,1715,Gar Mandaran,PopulatedPlace,India,22.8748,87.666,0,6892.0,populated_place,,6264.0,False,Asia
Asia,1716,Interview Island,Island,India,12.88,92.7,0,15810.0,populated_place,101000000.0,16.0,False,Asia
Asia,1717,"Devadurga, India",PopulatedPlace,India,16.433,76.917,0,17249.0,populated_place,7430000.0,2199498.0,False,Asia
Asia,1718,Haizhu District,Region,China,23.0927,113.355,1,21160.0,populated_place,90400000.0,1819037.0,True,Asia
Asia,1719,Patan district,Region,India,23.83,72.12,1,49173.0,populated_place,5792000000.0,1343734.0,False,Asia
Asia,1720,"Ōmura, Nagasaki",PopulatedPlace,Japan,32.9,129.958,1,14327.0,populated_place,126340000.0,98237.0,False,Asia
Asia,1721,Bopal,PopulatedPlace,India,23.032,72.4678,1,38164.0,populated_place,12900000.0,125000.0,False,Asia
Asia,1722,Bengkayang Regency,PopulatedPlace,Indonesia,1.0691,109.664,1,7546.0,populated_place,5396300000.0,286366.0,True,Asia
Asia,1723,Dausa,PopulatedPlace,India,26.8932,76.3375,1,58979.0,populated_place,,85960.0,False,Asia
Asia,1724,San Agustin Church (Lubao),HistoricBuilding,Philippines,14.9386,120.602,1,11811.0,structure,,,False,Asia
Asia,1725,"Bel-Air, Makati",PopulatedPlace,Philippines,14.5639,121.026,1,19236.0,populated_place,,23685.0,True,Asia
Asia,1726,Suheli Par,Island,India,10.07,72.3,0,8935.0,populated_place,888000.0,10.0,False,Asia
Asia,1727,Singtam,PopulatedPlace,India,27.2331,88.4961,1,12447.0,populated_place,,5868.0,False,Asia
Asia,1728,Maurya Lok,Building,India,25.6094,85.1344,1,12250.0,structure,,,False,Asia
Asia,1729,Sterling Cineplex,Venue,India,18.938,72.833,1,11147.0,structure,,,False,Asia
Asia,1730,"Assumption of Mary Cathedral, Hiroshima",HistoricBuilding,Japan,34.3956,132.468,1,7732.0,structure,,,True,Asia
Asia,1731,Santhu,PopulatedPlace,India,25.3017,72.9119,1,7481.0,populated_place,,8343.0,True,Asia
Asia,1732,Budge Budge,PopulatedPlace,India,22.4828,88.1818,1,54041.0,populated_place,9060000.0,76837.0,False,Asia
Asia,1733,Moga district,Region,India,30.82,75.17,1,49759.0,populated_place,2235000000.0,995746.0,False,Asia
Asia,1734,"Sakura, Chiba",PopulatedPlace,Japan,35.7167,140.217,1,30614.0,populated_place,103590000.0,173740.0,False,Asia
Asia,1735,Bhingar,PopulatedPlace,India,19.099,74.7733,1,15245.0,populated_place,,7620.0,False,Asia
Asia,1736,Tikamgarh,PopulatedPlace,India,24.7472,78.85,1,89169.0,populated_place,21000000.0,79106.0,False,Asia
Asia,1737,Kadapa district,Region,India,14.4667,78.8167,1,236048.0,populated_place,11228000000.0,2060654.0,False,Asia
Asia,1738,Bandar-e Anzali,PopulatedPlace,Iran,37.4728,49.4622,1,58664.0,populated_place,,144664.0,False,Asia
Asia,1739,"Misasa, Tottori",PopulatedPlace,Japan,35.4167,133.867,1,8059.0,populated_place,233520000.0,6407.0,False,Asia
Asia,1740,Mount Data,Mountain,Philippines,16.8833,120.847,1,8048.0,natural_place,,,False,Asia
Asia,1741,Bapatla mandal,PopulatedPlace,India,15.8889,80.47,1,8359.0,populated_place,233910000.0,143825.0,False,Asia
Asia,1742,Bhadresar,PopulatedPlace,India,22.9119,69.9039,1,12028.0,populated_place,,4552.0,False,Asia
Asia,1743,Amami Ōshima,Island,Japan,28.3264,129.375,1,74972.0,populated_place,712350000.0,73000.0,False,Asia
Asia,1744,"Western Province, Sri Lanka",Region,Sri Lanka,6.83333,80.0833,1,156871.0,populated_place,3684000000.0,5821710.0,True,Asia
Asia,1745,Parwan Province,Region,Afghanistan,35.0,69.0,1,65522.0,populated_place,5974000000.0,751040.0,False,Asia
Asia,1746,Fujian,Region,China,25.9,118.3,1,886043.0,populated_place,121400000000.0,41540086.0,False,Asia
Asia,1747,Kalahandi district,Region,India,20.083,83.2,1,164779.0,populated_place,7920000000.0,1576869.0,False,Asia
Asia,1748,Mysore division,Region,India,12.3,76.7,1,25015.0,populated_place,43503000000.0,12563598.0,False,Asia
Asia,1749,Bareta,PopulatedPlace,India,29.87,75.7,0,10664.0,populated_place,,14882.0,False,Asia
Asia,1750,"Bhadravati, Maharashtra",PopulatedPlace,India,20.1097,79.12,1,30350.0,populated_place,20000000.0,84147.0,False,Asia
Asia,1751,Guimaras Strait,BodyOfWater,Philippines,10.7,122.817,1,12785.0,natural_place,,,False,Asia
Asia,1752,Santa Catalina de Alejandria Church (Porac),HistoricBuilding,Philippines,15.0724,120.54,1,7318.0,structure,,,False,Asia
Asia,1753,Upper Kotmale Dam,Dam,Sri Lanka,6.94667,80.6581,1,13100.0,structure,,,False,Asia
Asia,1754,Jabalpur district,Region,India,23.16,79.94,1,50872.0,populated_place,5198000000.0,2463289.0,False,Asia
Asia,1755,Nag Tibba,Mountain,India,30.5864,78.1511,0,55305.0,natural_place,,,False,Asia
Asia,1756,Guangxi,Region,China,23.6,108.3,1,645977.0,populated_place,237600000000.0,50126804.0,False,Asia
Asia,1757,Cebu Metropolitan Cathedral,HistoricBuilding,Philippines,10.2958,123.903,1,39293.0,structure,,,False,Asia
Asia,1758,"Bundu, India",PopulatedPlace,India,23.18,85.58,0,10284.0,populated_place,18000000.0,21054.0,False,Asia
Asia,1759,Budaun district,Region,India,28.1167,78.9833,1,63154.0,populated_place,4234000000.0,3127621.0,True,Asia
Asia,1760,Ubon Ratchathani,PopulatedPlace,Thailand,15.2281,104.859,1,97941.0,populated_place,29040000.0,106602.0,False,Asia
Asia,1761,Garhwa,PopulatedPlace,India,24.11,83.81,1,27221.0,populated_place,,46059.0,False,Asia
Asia,1762,Howrah Sadar subdivision,PopulatedPlace,India,22.5736,88.3251,1,23731.0,populated_place,,2811344.0,True,Asia
Asia,1763,Đông Hà,PopulatedPlace,Vietnam,16.8303,107.097,0,24740.0,populated_place,72960000.0,93800.0,False,Asia
Asia,1764,Idukki district,Region,India,9.85,76.94,1,261248.0,populated_place,4358000000.0,1093156.0,False,Asia
Asia,1765,Phetchaburi,PopulatedPlace,Thailand,13.1119,99.9458,1,46923.0,populated_place,5400000.0,26181.0,False,Asia
Asia,1766,"Misaki, Osaka",PopulatedPlace,Japan,34.3167,135.15,1,5282.0,populated_place,49180000.0,15035.0,True,Asia
Asia,1767,Thirukattupalli,PopulatedPlace,India,10.51,78.57,1,13725.0,populated_place,,12567.0,False,Asia
Asia,1768,Saharsa,PopulatedPlace,India,25.88,86.6,1,98999.0,populated_place,179800000.0,216491.0,False,Asia
Asia,1769,"Nadaun, Himachal Pradesh",PopulatedPlace,India,31.78,76.35,0,11964.0,populated_place,,4430.0,False,Asia
Asia,1770,Parikud,Island,India,19.5933,85.3189,1,9143.0,populated_place,,89371.0,True,Asia
Asia,1771,Gurgaon district,Region,India,28.25,77.1667,1,159144.0,populated_place,1258000000.0,1514432.0,True,Asia
Asia,1772,Savanur,PopulatedPlace,India,14.9731,75.3328,1,22225.0,populated_place,5490000.0,35563.0,False,Asia
Asia,1773,Rourkela,PopulatedPlace,India,22.2492,84.8828,1,386978.0,populated_place,102000000.0,536450.0,False,Asia
Asia,1774,Saint Gregory the Great Parish Church (Majayjay),HistoricBuilding,Philippines,14.1446,121.472,1,9644.0,structure,,,False,Asia
Asia,1775,Xuwen County,Region,China,20.325,110.177,1,6311.0,populated_place,1800000000.0,690000.0,False,Asia
Asia,1776,"Sacred Heart Cathedral, Lahore",HistoricBuilding,Pakistan,31.5653,74.3172,1,17022.0,structure,,,False,Asia
Asia,1777,Madathukulam,PopulatedPlace,India,10.5667,77.35,0,9775.0,populated_place,,20212.0,True,Asia
Asia,1778,Jalna district,Region,India,19.8333,75.8833,1,73784.0,populated_place,7687000000.0,1959046.0,False,Asia
Asia,1779,Musafirkhana,PopulatedPlace,India,26.45,81.8,1,16659.0,populated_place,590000.0,7999.0,False,Asia
Asia,1780,Rayagada district,Region,India,19.166,83.416,1,73285.0,populated_place,7584700000.0,967911.0,True,Asia
Asia,1781,Nashik district,Region,India,19.9942,73.7972,1,153760.0,populated_place,15582000000.0,6107187.0,False,Asia
Asia,1782,Mangalore,PopulatedPlace,India,12.9021,74.8253,1,1048657.0,populated_place,170000000.0,484785.0,False,Asia
Asia,1783,Bankura I,PopulatedPlace,India,23.25,87.07,1,5980.0,populated_place,171090000.0,107685.0,False,Asia
Asia,1784,Fort Bonifacio Tenement,Building,Philippines,14.5086,121.037,1,9728.0,structure,,,False,Asia
Asia,1785,"Bharatpur, Rajasthan",PopulatedPlace,India,27.22,77.48,1,195928.0,populated_place,,252838.0,False,Asia
Asia,1786,Linqing,PopulatedPlace,China,36.8494,115.706,1,8784.0,populated_place,950000000.0,759100.0,False,Asia
Asia,1787,"Nagai, Yamagata",PopulatedPlace,Japan,38.1075,140.041,1,5719.0,populated_place,214670000.0,26466.0,False,Asia
Asia,1788,"Zion Church, Batticaloa",HistoricBuilding,Sri Lanka,7.70997,81.6955,0,25990.0,structure,,,False,Asia
Asia,1789,Putar,PopulatedPlace,Iran,29.0025,58.0517,0,5027.0,populated_place,,33.0,True,Asia
Asia,1790,Pathanamthitta district,Region,India,9.28068,76.8697,1,168758.0,populated_place,2642000000.0,1197412.0,True,Asia
Asia,1791,Elavumthitta,PopulatedPlace,India,9.26667,76.7,1,7038.0,populated_place,,32399.0,False,Asia
Asia,1792,Qasimpur Power House Colony,PopulatedPlace,India,28.013,78.126,1,8440.0,populated_place,,7791.0,False,Asia
Asia,1793,Sakoli,PopulatedPlace,India,21.08,79.98,1,15143.0,populated_place,10000000.0,14636.0,False,Asia
Asia,1794,Parsian County,Region,Iran,27.0833,53.3333,1,6079.0,populated_place,,37369.0,False,Asia
