name,entity_subtype,country,latitude,longitude,has_thumbnail,page_views,entity_type,total_area,population,is_test,continent
Morges,PopulatedPlace,Switzerland,46.5167,6.5,1,68961.0,populated_place,3900000.0,2003.0,False,Europe
Willesden Green tube station,Station,United Kingdom,51.5492,-0.221667,1,40892.0,structure,,,False,Europe
Bowes,PopulatedPlace,United Kingdom,54.516,-2.009,1,14378.0,populated_place,,471.0,False,Europe
West Drayton railway station,Station,United Kingdom,51.5099,-0.472264,1,27117.0,structure,,,False,Europe
Ringerike (traditional district),Region,Norway,60.2917,10.0488,1,26038.0,populated_place,3801000000.0,55883.0,True,Europe
West Attica,Region,Greece,38.0333,23.5333,1,20980.0,populated_place,1004010000.0,164864.0,False,Europe
Trysull,PopulatedPlace,United Kingdom,52.5462,-2.22006,1,6090.0,populated_place,,1150.0,False,Europe
Upper Slaughter,PopulatedPlace,United Kingdom,51.906,-1.777,1,39069.0,populated_place,,177.0,True,Europe
Big Diomede,Island,Russia,65.7811,-169.057,1,203208.0,populated_place,29000000.0,0.0,False,Europe
Tobo,PopulatedPlace,Sweden,60.2667,17.65,1,8045.0,populated_place,1030000.0,595.0,True,Europe
"Denton, Kent",PopulatedPlace,United Kingdom,51.1812,1.1686,1,6002.0,populated_place,,372.0,False,Europe
Vänersborg,PopulatedPlace,Sweden,58.3806,12.325,1,28110.0,populated_place,11570000.0,23882.0,False,Europe
Miquelon-Langlade,PopulatedPlace,France,47.1,-56.3792,1,32078.0,populated_place,,580.0,False,Europe
"Sapperton, Gloucestershire",PopulatedPlace,United Kingdom,51.731,-2.077,1,11693.0,populated_place,,412.0,False,Europe
Scarcliffe,PopulatedPlace,United Kingdom,53.213,-1.26,1,5285.0,populated_place,,5288.0,False,Europe
"St Michael, Cornhill",HistoricBuilding,United Kingdom,51.5132,-0.0854667,1,16442.0,structure,,,True,Europe
Garsington,PopulatedPlace,United Kingdom,51.716,-1.161,1,12188.0,populated_place,8420000.0,1689.0,True,Europe
Namsos (town),PopulatedPlace,Norway,64.4656,11.4978,1,7050.0,populated_place,4610000.0,8413.0,False,Europe
Basque Mountains,MountainRange,Spain,42.95,-2.31667,1,15223.0,natural_place,,,False,Europe
Mathi,PopulatedPlace,Italy,45.2667,7.53333,1,24756.0,populated_place,7100000.0,4074.0,False,Europe
Svalbard Church,HistoricBuilding,Norway,78.2198,15.6186,1,14349.0,structure,,,False,Europe
Coxheath,PopulatedPlace,United Kingdom,51.233,0.497,1,9462.0,populated_place,,4082.0,False,Europe
"Bala, Gwynedd",PopulatedPlace,United Kingdom,52.911,-3.596,1,70693.0,populated_place,,1974.0,False,Europe
Cyclades,GovernmentalAdministrativeRegion,Greece,37.0,25.1667,1,533486.0,populated_place,2572000000.0,119549.0,False,Europe
Bauma,PopulatedPlace,Switzerland,47.3667,8.86667,1,5134.0,populated_place,20910000.0,2013.0,True,Europe
Truro,PopulatedPlace,United Kingdom,50.26,-5.051,1,433489.0,populated_place,,18766.0,False,Europe
Malatestiana Library,Building,Italy,44.1389,12.2439,1,11894.0,structure,,,False,Europe
Teatro de la Maestranza,Theatre,Spain,37.3838,-5.9971,1,8251.0,structure,,,False,Europe
Carnmoney,PopulatedPlace,United Kingdom,54.683,-5.95,1,13174.0,populated_place,,2775.0,False,Europe
Ehrenbreitstein Fortress,MilitaryStructure,Germany,50.365,7.615,1,53548.0,structure,,,False,Europe
"Magenta, Lombardy",PopulatedPlace,Italy,45.4667,8.88333,1,35706.0,populated_place,21000000.0,23724.0,False,Europe
Västervik,PopulatedPlace,Sweden,57.75,16.6333,1,34376.0,populated_place,12920000.0,36747.0,False,Europe
Lercara Friddi,PopulatedPlace,Italy,37.75,13.6,1,64310.0,populated_place,37490000.0,6407.0,True,Europe
Gjesvær,PopulatedPlace,Norway,71.0981,25.3761,1,8443.0,populated_place,,130.0,False,Europe
Berguedà,PopulatedPlace,Spain,42.1069,1.83833,1,7247.0,populated_place,1185300000.0,40039.0,False,Europe
"Upton, West Yorkshire",PopulatedPlace,United Kingdom,53.62,-1.29,1,10933.0,populated_place,,3541.0,True,Europe
San Gregorio Magno,PopulatedPlace,Italy,40.65,15.4,1,7404.0,populated_place,49000000.0,4327.0,False,Europe
Bishop Sutton,PopulatedPlace,United Kingdom,51.3348,-2.5921,1,8257.0,populated_place,,1381.0,True,Europe
Stoke Bishop,PopulatedPlace,United Kingdom,51.4804,-2.6299,1,14227.0,populated_place,,9269.0,False,Europe
Moreton Pinkney,PopulatedPlace,United Kingdom,52.138,-1.163,1,5475.0,populated_place,,371.0,False,Europe
De Rijp,PopulatedPlace,Netherlands,52.5569,4.84528,1,13424.0,populated_place,3380000.0,4105.0,False,Europe
"Boughton, Cheshire",PopulatedPlace,United Kingdom,53.187,-2.884,1,7885.0,populated_place,,5444.0,True,Europe
Perivale,PopulatedPlace,United Kingdom,51.5383,-0.3192,1,76324.0,populated_place,,15339.0,False,Europe
Patrica,PopulatedPlace,Italy,41.5833,13.25,1,11775.0,populated_place,27310000.0,3176.0,False,Europe
Skoczów,PopulatedPlace,Poland,49.8006,18.7883,1,6988.0,populated_place,9790000.0,14385.0,True,Europe
Goosnargh,PopulatedPlace,United Kingdom,53.824,-2.674,1,19855.0,populated_place,,1072.0,False,Europe
Bohuslän,Region,Sweden,58.248,11.887,1,103819.0,populated_place,4400000000.0,299087.0,False,Europe
Südoststeiermark District,Region,Austria,46.95,15.8833,0,5833.0,populated_place,983000000.0,83841.0,False,Europe
Brentwood railway station,Station,United Kingdom,51.6136,0.3,1,17489.0,structure,,,False,Europe
Premia,PopulatedPlace,Italy,46.2667,8.33333,1,6572.0,populated_place,88700000.0,614.0,False,Europe
Little Waltham,PopulatedPlace,United Kingdom,51.8,0.4833,1,5436.0,populated_place,,1285.0,True,Europe
Großer Plöner See,Lake,Germany,54.1303,10.4142,1,5866.0,natural_place,29970000.0,,True,Europe
Castello Estense,Castle,Italy,44.8375,11.6194,1,41585.0,structure,,,False,Europe
Bibbiena,PopulatedPlace,Italy,43.7,11.8167,1,10120.0,populated_place,86000000.0,12512.0,False,Europe
"St Anne's Church, Soho",HistoricBuilding,United Kingdom,51.5124,-0.1323,1,21870.0,structure,,,False,Europe
Basilica of Superga,HistoricBuilding,Italy,45.0808,7.7675,1,65846.0,structure,,,False,Europe
Berceto,PopulatedPlace,Italy,44.5097,9.98889,1,6702.0,populated_place,131000000.0,2060.0,True,Europe
"Buckland, Buckinghamshire",PopulatedPlace,United Kingdom,51.803,-0.713,1,8017.0,populated_place,,713.0,False,Europe
Black Notley,PopulatedPlace,United Kingdom,51.8519,0.566,1,8400.0,populated_place,,1646.0,False,Europe
Tomelilla,PopulatedPlace,Sweden,55.55,13.95,1,9380.0,populated_place,5680000.0,6444.0,False,Europe
Huncoat,PopulatedPlace,United Kingdom,53.77,-2.34,1,5392.0,populated_place,,4418.0,True,Europe
Temppeliaukio Church,HistoricBuilding,Finland,60.1731,24.9253,1,113150.0,structure,,,False,Europe
Utrecht (province),Region,Netherlands,52.1033,5.17917,1,177720.0,populated_place,1560000000.0,1353596.0,False,Europe
Ravenscourt Park tube station,Station,United Kingdom,51.4942,-0.235833,1,19132.0,structure,,,False,Europe
West Kensington tube station,Station,United Kingdom,51.4908,-0.2063,1,18297.0,structure,,,True,Europe
Slite,PopulatedPlace,Sweden,57.7167,18.8,1,9254.0,populated_place,2510000.0,1500.0,False,Europe
Holmenkollen Chapel,HistoricBuilding,Norway,59.9657,10.6723,1,58133.0,structure,,,True,Europe
St Helier railway station,Station,United Kingdom,51.3901,-0.1985,1,5872.0,structure,,,True,Europe
Canino,PopulatedPlace,Italy,42.45,11.75,1,9247.0,populated_place,124040000.0,5255.0,False,Europe
"Bicker, Lincolnshire",PopulatedPlace,United Kingdom,52.9246,-0.18073,1,6256.0,populated_place,,941.0,False,Europe
Cinquefrondi,PopulatedPlace,Italy,38.4167,16.1,0,44483.0,populated_place,29950000.0,6503.0,True,Europe
Treforest,PopulatedPlace,United Kingdom,51.5878,-3.32222,1,56852.0,populated_place,,5050.0,False,Europe
Pattada,PopulatedPlace,Italy,40.5833,9.11667,1,5930.0,populated_place,164880000.0,3077.0,True,Europe
"Freshford, Somerset",PopulatedPlace,United Kingdom,51.339,-2.305,1,11753.0,populated_place,,551.0,False,Europe
"Cathedral of Saint Andrew, Patras",HistoricBuilding,Greece,38.2425,21.7281,1,8740.0,structure,,,False,Europe
"Bud, Norway",PopulatedPlace,Norway,62.9072,6.914,1,6145.0,populated_place,720000.0,795.0,False,Europe
Santa Cecilia in Trastevere,HistoricBuilding,Italy,41.8876,12.4759,1,79825.0,structure,,,False,Europe
Dufourspitze,Mountain,Switzerland,45.9368,7.86706,1,100343.0,natural_place,,,False,Europe
Währing,Region,Austria,48.2331,16.3147,1,21148.0,populated_place,6280000.0,50285.0,False,Europe
Ballylumford power station,PowerStation,United Kingdom,54.845,-5.787,1,21122.0,structure,,,False,Europe
Llandwrog,PopulatedPlace,United Kingdom,53.079,-4.314,1,5880.0,populated_place,,2539.0,False,Europe
"Croft, Cheshire",PopulatedPlace,United Kingdom,53.437,-2.552,1,6722.0,populated_place,,2920.0,False,Europe
Luxulyan,PopulatedPlace,United Kingdom,50.39,-4.744,1,10554.0,populated_place,,1381.0,False,Europe
Leni,PopulatedPlace,Italy,38.55,14.8333,1,10855.0,populated_place,8600000.0,696.0,False,Europe
Wejherowo County,Region,Poland,54.6,18.25,1,5515.0,populated_place,1279840000.0,216764.0,False,Europe
Creazzo,PopulatedPlace,Italy,45.5333,11.4833,1,7489.0,populated_place,10000000.0,10880.0,False,Europe
Maschito,PopulatedPlace,Italy,40.9167,15.8333,1,5040.0,populated_place,45000000.0,1834.0,False,Europe
"Preston, Tyne and Wear",PopulatedPlace,United Kingdom,55.0097,-1.4448,0,5021.0,populated_place,,8419.0,False,Europe
Puck County,Region,Poland,54.7,18.4,1,7740.0,populated_place,577850000.0,85211.0,False,Europe
Przeworsk,PopulatedPlace,Poland,50.0667,22.5,1,13272.0,populated_place,21980000.0,15747.0,False,Europe
Llanddewi Brefi,PopulatedPlace,United Kingdom,52.1796,-3.9568,1,29378.0,populated_place,,640.0,False,Europe
Stretton-on-Fosse,PopulatedPlace,United Kingdom,52.043,-1.677,1,7141.0,populated_place,,439.0,False,Europe
Scotter,PopulatedPlace,United Kingdom,53.499,-0.666311,1,8351.0,populated_place,,3068.0,False,Europe
Målilla,PopulatedPlace,Sweden,57.3833,15.8,1,13274.0,populated_place,3260000.0,1524.0,False,Europe
Steeple Ashton,PopulatedPlace,United Kingdom,51.311,-2.135,1,10477.0,populated_place,,935.0,True,Europe
"Ballynahinch, County Down",PopulatedPlace,United Kingdom,54.395,-5.886,1,41113.0,populated_place,,5703.0,True,Europe
Buccino,PopulatedPlace,Italy,40.6333,15.3833,1,6876.0,populated_place,65480000.0,5555.0,True,Europe
Lower Swell,PopulatedPlace,United Kingdom,51.9273,-1.74909,1,5819.0,populated_place,,405.0,False,Europe
Lund Cathedral,HistoricBuilding,Sweden,55.7042,13.1933,1,71291.0,structure,,,False,Europe
Upperlands,PopulatedPlace,United Kingdom,54.8769,-6.6437,1,7562.0,populated_place,,561.0,False,Europe
Furneux Pelham,PopulatedPlace,United Kingdom,51.931,0.08,1,9439.0,populated_place,4180000.0,553.0,False,Europe
Tour Hekla,ArchitecturalStructure,France,48.8889,2.2353,1,11874.0,structure,,,True,Europe
Palazzo Lancia,Building,Italy,45.0611,7.64133,1,5925.0,structure,,,False,Europe
Province of Almería,PopulatedPlace,Spain,37.1667,-2.33333,1,98272.0,populated_place,8774870000.0,701688.0,False,Europe
Claviere,PopulatedPlace,Italy,44.9333,6.75,1,8753.0,populated_place,2700000.0,176.0,False,Europe
"Tisbury, Wiltshire",PopulatedPlace,United Kingdom,51.065,-2.081,1,33022.0,populated_place,,2253.0,True,Europe
Sacriston,PopulatedPlace,United Kingdom,54.817,-1.626,1,33058.0,populated_place,,4999.0,False,Europe
Salthouse,PopulatedPlace,United Kingdom,52.95,1.09,1,9827.0,populated_place,6220000.0,201.0,False,Europe
Västerås,PopulatedPlace,Sweden,59.6161,16.5528,1,208440.0,populated_place,52940000.0,127799.0,True,Europe
Münzenberg Castle,Castle,Germany,50.4517,8.77583,1,7969.0,structure,,,False,Europe
Deeping St Nicholas,PopulatedPlace,United Kingdom,52.7284,-0.20205,1,5469.0,populated_place,,1961.0,False,Europe
Goldhanger,PopulatedPlace,United Kingdom,51.7455,0.7581,1,10057.0,populated_place,,654.0,False,Europe
Jämtland,Region,Sweden,63.0,14.6667,1,108473.0,populated_place,34009000000.0,115331.0,False,Europe
Torri del Benaco,PopulatedPlace,Italy,45.6167,10.6833,1,12438.0,populated_place,51400000.0,2963.0,True,Europe
Gallarus Oratory,HistoricBuilding,Ireland,52.1725,-10.3494,1,57500.0,structure,,,True,Europe
Molise,Region,Italy,41.6997,14.6111,1,383792.0,populated_place,4438000000.0,308493.0,False,Europe
"St Peter's Church, Eaton Square",HistoricBuilding,United Kingdom,51.4978,-0.1493,1,13833.0,structure,,,False,Europe
Presteigne,PopulatedPlace,United Kingdom,52.2744,-3.00536,1,43311.0,populated_place,,2710.0,False,Europe
Copenhagen City Hall,Building,Denmark,55.6753,12.5703,1,44992.0,structure,,,False,Europe
Babimost,PopulatedPlace,Poland,52.15,15.8167,1,5232.0,populated_place,3650000.0,3847.0,False,Europe
Cropwell Bishop,PopulatedPlace,United Kingdom,52.9136,-0.9848,0,8601.0,populated_place,,1853.0,False,Europe
"Bramley, Hampshire",PopulatedPlace,United Kingdom,51.329,-1.0613,1,21223.0,populated_place,,5875.0,False,Europe
Arborea,PopulatedPlace,Italy,39.7667,8.58333,1,18924.0,populated_place,115000000.0,3900.0,False,Europe
Vollenhove,PopulatedPlace,Netherlands,52.6833,5.95,1,9300.0,populated_place,9320000.0,4295.0,False,Europe
Mirabella Eclano,PopulatedPlace,Italy,41.0458,14.9997,1,7309.0,populated_place,33960000.0,7549.0,False,Europe
Tegernsee (lake),Lake,Germany,47.7217,11.7367,1,29348.0,natural_place,8934000.0,,False,Europe
Bavaria,PopulatedPlace,Germany,49.0786,11.3856,1,3240176.0,populated_place,70550200000.0,13124737.0,False,Europe
Drayton Park railway station,Station,United Kingdom,51.5528,-0.1055,1,28393.0,structure,,,False,Europe
"Anstey, Leicestershire",PopulatedPlace,United Kingdom,52.6715,-1.19546,1,17740.0,populated_place,16187400.0,6528.0,False,Europe
Golborne,PopulatedPlace,United Kingdom,53.4758,-2.5943,1,53692.0,populated_place,,24169.0,False,Europe
's-Heer Abtskerke,PopulatedPlace,Netherlands,51.4703,3.885,1,10477.0,populated_place,10880000.0,510.0,False,Europe
Pułtusk,PopulatedPlace,Poland,52.7,21.0833,1,20011.0,populated_place,22830000.0,19229.0,True,Europe
Finsbury Park station,RoadJunction,United Kingdom,51.5647,-0.106366,1,83570.0,structure,,,True,Europe
Grajewo,PopulatedPlace,Poland,53.65,22.45,1,19663.0,populated_place,18930000.0,21499.0,False,Europe
Uyedineniya Island,Island,Russia,77.4833,82.5,1,8147.0,populated_place,20000000.0,0.0,False,Europe
Frimley,PopulatedPlace,United Kingdom,51.3143,-0.7387,1,81591.0,populated_place,,19094.0,False,Europe
Zeri,PopulatedPlace,Italy,44.35,9.76667,1,5204.0,populated_place,73660000.0,978.0,False,Europe
Hudiksvall,PopulatedPlace,Sweden,61.7333,17.1167,1,49062.0,populated_place,10080000.0,15015.0,False,Europe
Threlkeld,PopulatedPlace,United Kingdom,54.6192,-3.05148,1,15017.0,populated_place,,423.0,False,Europe
Caux Palace Hotel,Building,Switzerland,46.4322,6.9375,1,15996.0,structure,,,True,Europe
"Tivoli, Lazio",PopulatedPlace,Italy,41.9597,12.7981,1,151608.0,populated_place,68650000.0,54939.0,False,Europe
San Severo,PopulatedPlace,Italy,41.6833,15.3833,1,26886.0,populated_place,336000000.0,51919.0,False,Europe
Twyning,PopulatedPlace,United Kingdom,52.0306,-2.14722,1,11489.0,populated_place,,1560.0,False,Europe
Towednack,PopulatedPlace,United Kingdom,50.191,-5.52,1,5075.0,populated_place,,357.0,True,Europe
Bagnacavallo,PopulatedPlace,Italy,44.4167,11.9833,1,8937.0,populated_place,79580000.0,16758.0,False,Europe
Buccinasco,PopulatedPlace,Italy,45.4167,9.11667,1,10658.0,populated_place,12000000.0,27171.0,False,Europe
Lasithi,Region,Greece,35.0833,25.8333,1,26832.0,populated_place,1823000000.0,75900.0,False,Europe
Rozzano,PopulatedPlace,Italy,45.3833,9.15,1,16887.0,populated_place,12300000.0,42524.0,False,Europe
Argolis,Region,Greece,37.6667,22.8333,1,92629.0,populated_place,2154000000.0,97044.0,False,Europe
Schleitheim,PopulatedPlace,Switzerland,47.75,8.45,1,5132.0,populated_place,21630000.0,1663.0,False,Europe
Bruneck,PopulatedPlace,Italy,46.8,11.9333,1,73902.0,populated_place,45000000.0,16716.0,True,Europe
"Clayton, West Yorkshire",PopulatedPlace,United Kingdom,53.782,-1.81345,1,21237.0,populated_place,,16982.0,False,Europe
Stow Bardolph,PopulatedPlace,United Kingdom,52.6255,0.40378,1,5737.0,populated_place,24680000.0,1230.0,False,Europe
"Wallington, London",PopulatedPlace,United Kingdom,51.3647,-0.1403,1,84674.0,populated_place,,20850.0,False,Europe
Toretsk,PopulatedPlace,Ukraine,48.3917,37.8733,1,10615.0,populated_place,62000000.0,30914.0,False,Europe
Trimsaran,PopulatedPlace,United Kingdom,51.7178,-4.2379,0,10494.0,populated_place,,2541.0,False,Europe
Loano,PopulatedPlace,Italy,44.1167,8.25,1,11745.0,populated_place,13500000.0,11319.0,False,Europe
Solling,MountainRange,Germany,51.7806,9.59222,1,5204.0,natural_place,,,False,Europe
Mykolaiv,PopulatedPlace,Ukraine,46.975,31.995,1,194094.0,populated_place,260000000.0,476101.0,True,Europe
Pyramiden,PopulatedPlace,Norway,78.6561,16.325,1,280952.0,populated_place,,6.0,False,Europe
Edersee Dam,Dam,Germany,51.1833,9.05889,1,43024.0,structure,,,False,Europe
Martinikerk (Groningen),HistoricBuilding,Netherlands,53.2192,6.56833,1,15988.0,structure,,,False,Europe
Trehafod,PopulatedPlace,United Kingdom,51.6096,-3.3811,1,5919.0,populated_place,,698.0,False,Europe
Tower of London tube station,Station,United Kingdom,51.51,-0.0766667,1,9117.0,structure,,,False,Europe
Ehrentempel,Building,Germany,48.1456,11.567,1,34959.0,structure,,,False,Europe
"St Mary's Church, Wimbledon",HistoricBuilding,United Kingdom,51.4286,-0.210472,1,13639.0,structure,,,False,Europe
Blaenau Ffestiniog,PopulatedPlace,United Kingdom,52.994,-3.939,1,94725.0,populated_place,,4011.0,False,Europe
Letychiv,PopulatedPlace,Ukraine,49.3833,27.6167,1,7491.0,populated_place,,10244.0,False,Europe
Lofoten,Island,Norway,68.3333,14.6667,1,480422.0,populated_place,1227000000.0,24500.0,False,Europe
Interlaken West railway station,RailwayStation,Switzerland,46.6822,7.85139,1,7008.0,structure,,,False,Europe
Brumleby,Building,Denmark,55.702,12.575,1,7127.0,structure,,,False,Europe
"Holt, Norfolk",PopulatedPlace,United Kingdom,52.9,1.09,1,68468.0,populated_place,12190000.0,3810.0,False,Europe
Richard's Castle,PopulatedPlace,United Kingdom,52.322,-2.744,1,26359.0,populated_place,,674.0,True,Europe
Ballymena,PopulatedPlace,United Kingdom,54.86,-6.28,1,282509.0,populated_place,,29551.0,False,Europe
Medelpad,PopulatedPlace,Sweden,62.6,16.25,1,23982.0,populated_place,7058000000.0,125812.0,False,Europe
Lymington,PopulatedPlace,United Kingdom,50.75,-1.55,1,171598.0,populated_place,,15726.0,False,Europe
Strait of Sicily,BodyOfWater,Italy,37.2,11.2,1,40641.0,natural_place,,,False,Europe
Silsden,PopulatedPlace,United Kingdom,53.914,-1.937,1,36825.0,populated_place,,8268.0,True,Europe
"St. Francis of Assisi Cathedral, Rhodes",HistoricBuilding,Greece,36.4393,28.225,1,5234.0,structure,,,False,Europe
Poznań County,Region,Poland,52.4,16.9167,1,10566.0,populated_place,1899610000.0,403417.0,False,Europe
Mount Athos,Mountain,Greece,40.1583,24.3272,1,856476.0,natural_place,,,True,Europe
Castlederg,PopulatedPlace,United Kingdom,54.7083,-7.5934,1,39897.0,populated_place,,2976.0,False,Europe
Banstead railway station,Station,United Kingdom,51.3292,-0.213194,1,10284.0,structure,,,False,Europe
Leopoldstadt,PopulatedPlace,Austria,48.2103,16.4122,1,73034.0,populated_place,19270000.0,103233.0,False,Europe
Vianen,PopulatedPlace,Netherlands,52.0,5.1,1,18857.0,populated_place,42390000.0,20423.0,False,Europe
Palazzo della Consulta,Building,Italy,41.899,12.4873,1,12095.0,structure,,,False,Europe
St Dunstan-in-the-West,HistoricBuilding,United Kingdom,51.5143,-0.110222,1,34303.0,structure,,,False,Europe
"Bella, Basilicata",PopulatedPlace,Italy,40.7667,15.5333,1,5658.0,populated_place,99710000.0,5046.0,False,Europe
"Circus Building, Copenhagen",Building,Denmark,55.6761,12.565,1,8861.0,structure,,,True,Europe
Gorran Haven,PopulatedPlace,United Kingdom,50.241,-4.793,1,14687.0,populated_place,,1271.0,True,Europe
Vallès Oriental,PopulatedPlace,Spain,41.6464,2.30778,1,8717.0,populated_place,734500000.0,399781.0,False,Europe
San Pablo Guelatao,PopulatedPlace,Mexico,17.3181,-96.4931,1,10104.0,populated_place,22960000.0,476.0,False,North America
Bel Air Church,HistoricBuilding,United States,34.1306,-118.485,1,21953.0,structure,,,False,North America
"Brantley County, Georgia",Region,United States,31.2,-81.98,1,44399.0,populated_place,1157720000.0,18021.0,False,North America
"Zion, Illinois",PopulatedPlace,United States,42.4533,-87.8403,1,126768.0,populated_place,25720000.0,24655.0,False,North America
"Cheyenne County, Colorado",Region,United States,38.82,-102.59,1,32007.0,populated_place,4612770000.0,1748.0,False,North America
"Gardner, Illinois",PopulatedPlace,United States,41.1878,-88.3094,1,11948.0,populated_place,7614570.0,1366.0,False,North America
"Macon County, Tennessee",Region,United States,36.53,-86.01,1,29939.0,populated_place,795126000.0,25216.0,False,North America
Great Falls Dam (Manitoba),Dam,Canada,50.4628,-96.0069,1,6523.0,structure,,,False,North America
"Scott County, Virginia",Region,United States,36.72,-82.6,1,64757.0,populated_place,1396000000.0,21576.0,False,North America
"Logansport, Indiana",PopulatedPlace,United States,40.7536,-86.3606,1,92906.0,populated_place,27770000.0,18366.0,False,North America
"Barrington, Illinois",PopulatedPlace,United States,42.1536,-88.1319,1,158394.0,populated_place,12410000.0,10722.0,False,North America
"Little Chute, Wisconsin",PopulatedPlace,United States,44.2842,-88.3136,1,24303.0,populated_place,17560000.0,10449.0,False,North America
"San Marcos, California",PopulatedPlace,United States,33.1419,-117.17,1,192117.0,populated_place,63080000.0,94833.0,False,North America
Les Collines-de-l'Outaouais Regional County Municipality,PopulatedPlace,Canada,45.55,-75.8667,1,10498.0,populated_place,2199300000.0,54498.0,True,North America
"Lucas, Ohio",PopulatedPlace,United States,40.7039,-82.42,1,28144.0,populated_place,1761190.0,589.0,True,North America
"Leisure City, Florida",PopulatedPlace,United States,25.4942,-80.4361,1,13869.0,populated_place,8620000.0,26324.0,True,North America
"Albany County, New York",Region,United States,42.6,-73.9667,1,200962.0,populated_place,1380460000.0,314848.0,False,North America
Huatabampo,PopulatedPlace,Mexico,27.05,-109.417,1,11070.0,populated_place,,76296.0,False,North America
"Genesee County, Michigan",Region,United States,43.02,-83.71,1,128837.0,populated_place,1683490000.0,406211.0,False,North America
Henrys Lake,Lake,United States,44.642,-111.404,1,21312.0,natural_place,24596800.0,,False,North America
"Westchase, Houston",Region,United States,29.729,-95.564,1,29713.0,populated_place,11188700.0,26122.0,True,North America
Jim Chapman Lake,Dam,United States,33.3236,-95.6459,1,7343.0,structure,,,True,North America
Clinton Lake (Illinois),Dam,United States,40.1389,-88.8765,1,15072.0,structure,,,False,North America
"Belleville, New Jersey",PopulatedPlace,United States,40.7935,-74.1612,1,142524.0,populated_place,8728260.0,38222.0,False,North America
"Rye (town), New York",PopulatedPlace,United States,41.0178,-73.675,1,44407.0,populated_place,19036400.0,49613.0,True,North America
Lake Vermilion,Lake,United States,47.8579,-92.2996,1,57118.0,natural_place,158924000.0,,False,North America
"Leesburg, Florida",PopulatedPlace,United States,28.8106,-81.8833,1,158863.0,populated_place,108624000.0,27000.0,False,North America
"Venango County, Pennsylvania",Region,United States,41.4,-79.76,1,68360.0,populated_place,1768960000.0,51266.0,True,North America
"Lyndon Station, Wisconsin",PopulatedPlace,United States,43.7117,-89.8978,1,6813.0,populated_place,5470000.0,500.0,True,North America
Tuc-el-nuit Lake,Lake,Canada,49.1986,-119.54,1,6660.0,natural_place,,,True,North America
"Clermont, Iowa",PopulatedPlace,United States,42.9994,-91.6547,1,5681.0,populated_place,3289280.0,586.0,False,North America
"Burlington, Newfoundland and Labrador",PopulatedPlace,Canada,49.7503,-56.0175,0,9143.0,populated_place,4110000.0,304.0,True,North America
"Karnes County, Texas",Region,United States,28.91,-97.86,1,33615.0,populated_place,1952850000.0,14710.0,False,North America
Wilson Lake (Alabama),Dam,United States,34.8006,-87.6259,1,8452.0,structure,,,False,North America
"Gladstone, New Jersey",PopulatedPlace,United States,40.7226,-74.6654,0,8063.0,populated_place,,1501.0,False,North America
Little Blue Run Lake,Lake,United States,40.6256,-80.5101,1,20635.0,natural_place,,,False,North America
"Puerto Escondido, Oaxaca",PopulatedPlace,Mexico,15.8619,-97.0717,1,168290.0,populated_place,,45000.0,False,North America
Swan Falls Dam,Dam,United States,43.2433,-116.379,1,12603.0,structure,,,False,North America
Donner Lake,Lake,United States,39.3228,-120.264,1,160383.0,natural_place,1310000.0,,False,North America
Avignon Regional County Municipality,PopulatedPlace,Canada,48.1,-66.85,1,6620.0,populated_place,3479400000.0,14461.0,False,North America
"Huntington County, Indiana",Region,United States,40.83,-85.49,1,27034.0,populated_place,1004190000.0,36662.0,False,North America
"Upper Kalskag, Alaska",PopulatedPlace,United States,61.5375,-160.316,0,5219.0,populated_place,10360000.0,212.0,False,North America
"León, Guanajuato",PopulatedPlace,Mexico,21.1167,-101.683,1,282239.0,populated_place,,1721199.0,True,North America
Temblor Range,Mountain,United States,35.3239,-119.797,1,15802.0,natural_place,,,True,North America
Schoharie Reservoir,Dam,United States,42.3712,-74.4398,1,14040.0,structure,,,True,North America
"Cazadero, California",PopulatedPlace,United States,38.5333,-123.085,1,32665.0,populated_place,18440700.0,298.0,False,North America
"Villisca, Iowa",PopulatedPlace,United States,40.9292,-94.9781,1,72576.0,populated_place,4610180.0,1132.0,False,North America
Punnichy,PopulatedPlace,Canada,51.372,-104.293,0,7253.0,populated_place,680000.0,245.0,False,North America
"Galena Park, Texas",PopulatedPlace,United States,29.7389,-95.2372,1,29890.0,populated_place,12740000.0,10740.0,False,North America
"McLennan, Alberta",PopulatedPlace,Canada,55.7117,-116.909,1,10706.0,populated_place,,695.0,False,North America
"Mad River, California",PopulatedPlace,United States,40.45,-123.501,0,11684.0,populated_place,89750000.0,361.0,False,North America
Telus Convention Centre,Building,Canada,51.0456,-114.062,1,5700.0,structure,,,True,North America
"Ridgeway, Ontario",PopulatedPlace,Canada,42.8836,-79.0574,0,18191.0,populated_place,,29960.0,False,North America
Under the Gun Theater,Venue,United States,41.9446,-87.654,1,18001.0,structure,,,False,North America
Palomar Ballroom,Venue,United States,34.0698,-118.292,0,8685.0,structure,,,False,North America
"Gilbertville, Iowa",PopulatedPlace,United States,42.4172,-92.2139,1,5883.0,populated_place,930000.0,794.0,True,North America
"Martin County, North Carolina",Region,United States,35.84,-77.1,1,38325.0,populated_place,1196570000.0,21754.0,True,North America
Caronport,PopulatedPlace,Canada,50.4589,-105.817,0,7198.0,populated_place,1900000.0,994.0,False,North America
